name_key,as_of_fight_date,name,reach,win_ratio_dec_avg,sig_str_land_per_min_dec_avg,sig_str_def_dec_avg,td_land_per_min_dec_avg,td_def_dec_avg,sub_att_per_min_dec_avg,ko_sub_per_win_dec_avg,division_last,dob
aljamain sterling,2026-04-25,aljamain sterling,71.0,0.5031086414038317,3.967972455736623,0.4184356081148183,0.1827100305951754,0.4067314481820903,0.0310032923015116,0.5763751719012198,Featherweight,1989-07-31
allan nascimento,2026-06-20,allan nascimento,69.0,0.5057493703022207,3.2018082286896323,0.433908348353712,0.1041108198236265,0.4337320042634571,0.0722077924719696,0.5808292425925178,Flyweight,1991-09-11
allan zuniga,2018-07-06,allan zuniga,70.0,,,,,,,,Lightweight,1992-04-04
allen berube,2007-06-23,allen berube,72.0,0.507,4.9467,0.3465918637707714,0.2961,0.3186312483448708,0.0103,0.6152530690911471,Lightweight,
allen crowder,2019-06-22,allen crowder,76.0,0.5013542993126077,3.2988461838703502,0.475115710464634,0.0828255969633101,0.3885077186963979,0.0470798962759178,0.956000772181423,Heavyweight,1989-11-08
allen frye jr,2025-12-13,allen frye jr.,78.0,,,,,,,,Heavyweight,
alonzo menifield,2026-05-30,alonzo menifield,76.0,0.4972987810420214,4.107508888639511,0.5526023787311599,0.0616141546163866,0.3654336734693877,0.015484489066441,0.792069900916895,Light Heavyweight,1987-10-18
alptekin ozkilic,2015-05-09,alptekin ozkilic,65.0,0.4972997908579567,3.731095178577565,0.4139450439697532,0.2243581544934947,0.3608274117693713,0.0148376275588655,0.4448409858617966,Flyweight,1986-03-27
alvaro herrera mendoza,2018-07-28,alvaro herrera mendoza,74.0,0.5069999999999999,3.482224850599062,0.424655478283881,0.0753837527838836,0.3053135192183587,0.0571162472161163,0.5206591781780258,Lightweight,1990-05-14
alvin hines,2026-07-18,alvin hines,74.0,0.4981169610323284,3.0766896276535225,0.5479902463779343,0.1005797464853726,0.3885077186963979,0.0060287974146192,0.9693516558376468,Heavyweight,1991-10-20
alvin robinson,2008-11-15,alvin robinson,68.0,0.5022688764878532,3.359665137558664,0.3426763909650629,0.075736323024485,0.3255104048178255,0.0620077690499569,0.6268917979444157,Lightweight,1982-07-16
amar suloev,2002-05-10,amar suloev,75.0,0.5008329356334674,3.134544064150043,0.5996072952111342,0.1331167413944375,0.3913434744294197,0.0103453119537846,0.6240678238502961,Middleweight,
amaury bitetti,2000-06-09,amaury bitetti,75.0,,,,,,,,Middleweight,
amilcar alves,2011-01-22,amilcar alves,74.0,0.5004278792511666,3.0424270053147704,0.4485614172804779,0.0409765374749225,0.4504593822199855,0.0724857621038862,0.4926256971815396,Welterweight,1988-08-08
amir albazi,2026-02-07,amir albazi,68.0,0.5024769141076003,2.8275813285061537,0.4011038969909226,0.1061036950445448,0.3900482834086207,0.0386776226241645,0.4623127426504356,Flyweight,1993-10-27
amir sadollah,2014-09-20,amir sadollah,75.0,0.5053503382213387,4.729390750236543,0.3525209356867709,0.0671546180123514,0.4223530624050821,0.0410762870934427,0.6103222687494119,Welterweight,1980-08-27
anderson dos santos,2021-08-07,anderson dos santos,70.0,0.4974347072683172,2.7505354705326,0.4191993584248379,0.0536983069377119,0.2920041428404574,0.0130490707187813,0.5865297836978325,Bantamweight,1985-07-24
anderson silva,2020-10-31,anderson silva,77.0,0.4984850438906047,3.877997766482501,0.4851860699170139,0.0931013293029533,0.3510125274315517,0.0235929338517438,0.6257599251044654,Middleweight,1975-04-14
andre ewell,2021-12-18,andre ewell,75.0,0.5011638975522531,4.597395127207444,0.4672852205769483,0.1242388473160782,0.3816596290937034,0.0241046890858741,0.5193103573022837,Featherweight,1988-01-21
andre fialho,2023-09-23,andre fialho,74.0,0.5014649789359877,3.91610153201648,0.492097114224498,0.0814311963767726,0.3894532159267981,0.0410943474539739,0.6716792133970569,Welterweight,1994-04-07
andre fili,2026-06-20,andre fili,74.0,0.4968762697914126,3.018366592840759,0.4522168590956469,0.1558666487009557,0.3753004027535581,0.0271606149548631,0.5921748646801076,Featherweight,1990-06-25
andre gusmao,2009-05-23,andre gusmao,76.0,0.493,2.6744788954784746,0.4070501514542095,0.0822983764420204,0.4411605537801578,0.0134783711307181,0.7989794616141341,Light Heavyweight,1977-05-19
andre lima,2026-06-20,andre lima,67.0,0.507,3.891064554374923,0.4455918808339876,0.1134733156697984,0.3493890445690413,0.0800042840487032,0.4426996560944111,Flyweight,1999-02-04
andre muniz,2025-10-04,andre muniz,78.0,0.4980710024783428,3.310072544002117,0.4774700037372856,0.116125257262329,0.3494933355045129,0.0532040522051891,0.625748798290933,Middleweight,1990-02-17
andre pederneiras,1999-07-16,andre pederneiras,74.0,0.493,1.7337665402181195,0.4538707480334381,0.0748629097304241,0.3894282056893683,0.0575629097304241,0.4725080055876373,Welterweight,
andre petroski,2026-05-16,andre petroski,73.0,0.5021599004023501,3.595398240291448,0.4614241030456778,0.0752122575862535,0.3585682259661738,0.0406676597842836,0.6400395577825924,Middleweight,1991-06-12
andre roberts,1999-07-16,andre roberts,78.0,0.493,3.6089,0.5350659971540261,0.0661,0.3885077186963979,0.0127,0.979369042602738,Heavyweight,
andre soukhamthath,2019-08-31,andre soukhamthath,70.0,0.507,4.0914,0.534227173295002,0.1843,0.3563661873027008,0.0824,0.5931342106631258,Bantamweight,1988-10-23
andre winner,2011-07-02,andre winner,73.0,0.507,3.251,0.3886270187845307,0.1222,0.4455348016443632,0.0103,0.6152530690911471,Lightweight,1981-11-09
andreas gustafsson,2025-09-06,andreas gustafsson,73.0,0.507,5.5164,0.5106735779239847,0.3779,0.3531788793103448,0.0082,0.5918553377632993,Welterweight,1991-02-20
andreas michailidis,2022-06-04,andreas michailidis,76.0,0.493,3.9956,0.3996235301672662,0.0565,0.3654336734693877,0.0142,0.7989794616141341,Welterweight,1988-07-18
andreas stahl,2015-12-10,andreas stahl,74.0,0.4998234730732467,4.398011798972532,0.3525272698848646,0.1069034719945658,0.3181944706529672,0.0121819747054582,0.600521087396829,Welterweight,1988-05-20
andrei arlovski,2024-06-29,andrei arlovski,77.0,0.4992504119766784,3.984232796242975,0.446483910941793,0.0381306765720059,0.3891075509707666,0.006340289995082,0.96745454173687,Heavyweight,1979-02-04
andrei semenov,2002-05-10,andrei semenov,75.0,,,,,,,,Middleweight,
andrew craig,2015-07-15,andrew craig,76.0,0.4987367665490922,2.829242751383559,0.4529248102494046,0.0562729474350899,0.3394913404853862,0.010471767984061,0.6267088022551852,Welterweight,1986-01-15
andrew holbrook,2017-09-02,andrew holbrook,70.0,0.5070000000000001,4.169165469499202,0.3994669152694932,0.1222668336354981,0.3649439297903462,0.0739070337481636,0.7630160188586883,Lightweight,1986-02-06
andrew sanchez,2021-10-16,andrew sanchez,74.0,0.500054221306275,4.100272785008814,0.463321824721604,0.0836194627267444,0.3101951035718159,0.0110469072154473,0.6323686805719777,Middleweight,1988-04-08
andrey pulyaev,2026-06-27,andrey pulyaev,78.0,0.4955746965815899,2.9631583887782424,0.4672621400048476,0.1039734944308521,0.3721910052649916,0.0368881976212049,0.6221541824783254,Middleweight,1997-09-10
andy enz,2015-01-31,andy enz,78.0,0.5021825871863941,3.201022634174728,0.4079097920476319,0.0801760353834142,0.3096058054841331,0.0663420423336927,0.6242230792066478,Middleweight,1991-08-15
andy ogle,2015-01-24,andy ogle,69.0,0.495288036264206,2.7868093518570087,0.4727425915576506,0.0976165639909818,0.3793429852110669,0.0131231936295588,0.3904735099051929,Featherweight,1989-02-16
andy wang,2007-06-23,andy wang,72.0,,,,,,,,Lightweight,
ange loosa,2025-06-14,ange loosa,74.0,0.5012623213045002,3.860766466381462,0.4407692123422042,0.1005355801010175,0.3519673168496681,0.013151556931707,0.5896846974919384,Welterweight,1993-03-18
angel pacheco,2026-02-28,angel pacheco,70.0,0.493,3.8748,0.3920374386273692,0.0727,0.3111420518581956,0.0228,0.5918075411958911,Bantamweight,1992-01-13
angela hill,2022-08-13,angela hill,64.0,,,,,,,,Women's Strawweight,
anistavio medeiros,2012-06-23,anistavio medeiros,71.0,,,,,,,,Featherweight,1988-05-01
ansar chalangov,2006-04-06,ansar chalangov,74.0,0.4980145973069816,2.237737456232267,0.496092685273963,0.0527796349271126,0.5029122546339541,0.0870767980157556,0.6182086804751528,Welterweight,
anshul jubli,2025-02-08,anshul jubli,69.0,0.507,5.702146353292056,0.430158512652495,0.1869136805755884,0.3854456740632977,0.0208400093707957,0.615253069091147,Lightweight,1995-01-13
ante delija,2026-02-21,ante delija,78.0,0.5003408491138642,4.308992310198739,0.4765773746268071,0.0572563629249849,0.4273573492977007,0.0097907416953149,0.964458644316138,Heavyweight,1990-08-07
anthony birchak,2021-04-17,anthony birchak,69.0,0.4990298992465005,3.9780054279871866,0.5048386273844566,0.1841138631185429,0.4565634807882828,0.0730233157834741,0.5862231131816281,Bantamweight,1986-05-16
anthony christodoulou,2015-08-08,anthony christodoulou,72.0,0.493,2.7707,0.5834626750637179,0.0594,0.5079745762339619,0.0174,0.6327924829221979,Lightweight,1987-07-30
anthony hamilton,2017-11-18,anthony hamilton,76.0,0.4968270393812985,3.810811979295065,0.5391344803466713,0.097139513560744,0.3831857308618623,0.0102044821207844,0.9718769133085152,Heavyweight,1980-04-14
anthony hernandez,2026-02-21,anthony hernandez,75.0,0.498556985886381,4.6854006808023,0.4545775234915252,0.0596363795405164,0.380010022934955,0.0084942845161191,0.6436176682045894,Middleweight,1993-10-18
anthony ivy,2020-09-12,anthony ivy,74.0,0.5013529000847438,4.811212909328227,0.4863091954675759,0.1052957331744219,0.3479882790043617,0.0424757546609842,0.541882063890688,Welterweight,1990-01-23
anthony johnson,2017-04-08,anthony johnson,78.0,0.494774472741634,2.865692328848878,0.5048924296512207,0.0566689397066467,0.4060132894464943,0.0080906667788676,0.8238329981797442,Light Heavyweight,1984-03-06
anthony lapsley,2014-05-10,anthony lapsley,74.0,0.493,1.6034,0.4344349679235626,0.0301,0.5412349065366306,0.0082,0.6087605199088783,Welterweight,1980-02-13
anthony njokuani,2014-10-04,anthony njokuani,75.0,0.4986820863906117,3.124800729669909,0.3980555649575889,0.0723690959843071,0.3807374590842675,0.0513349036716491,0.5970371690554113,Lightweight,1980-03-01
